CODELIST_ID	TERM_ID	TERM_NAME	TERM_DEFINITION
C67154	C112274	Estrogen Receptor	A measurement of estrogen receptor protein in a biological specimen.
C67154	C112277	Factor XIII	A measurement of the factor XIII in a biological specimen.
C67154	C112280	Fibroblast Growth Factor 21	A measurement of the fibroblast growth factor 21 in a biological specimen.
C67154	C112286	Ghrelin	A measurement of total ghrelin in a biological specimen.
C67154	C112288	Hemoglobin C Crystals	A measurement of hemoglobin C crystals in a biological specimen.
C67154	C112291	HER2 Antigen	A measurement of the HER2 antigen in a biological specimen.
C67154	C112292	Herpes Simplex Virus 6 Antibody	A measurement of the herpes simplex virus 6 antibody in a biological specimen.
C67154	C112293	Histone 1 Antibody	A measurement of the total histone 1 antibodies in a biological specimen.
C67154	C112294	Histone 2A Antibody	A measurement of the total histone 2A antibodies in a biological specimen.
C67154	C112295	Histone 2B Antibody	A measurement of the total histone 2B antibodies in a biological specimen.
C67154	C112296	Histone 3 Antibody	A measurement of the total histone 3 antibodies in a biological specimen.
C67154	C112297	Histone 4 Antibody	A measurement of the total histone 4 antibodies in a biological specimen.
C67154	C112312	Human Epidermal Growth Factor Receptor 2	A measurement of HER2 protein in a biological specimen.
C67154	C112319	Hyaluronic Acid	A measurement of hyaluronic acid in a biological specimen.
C67154	C112322	Insulin-Like Growth Factor Binding Prot3	A measurement of the insulin-like growth factor binding protein 3 in a biological specimen.
C67154	C112323	Interleukin 1 Beta	A measurement of interleukin 1 beta in a biological specimen.
C67154	C112324	Interleukin 1 Receptor Antagonist	A measurement of the interleukin 1 receptor antagonist in a biological specimen.
C67154	C112325	IDL Cholesterol	A measurement of the intermediate density lipoprotein in a biological specimen.
C67154	C112326	JC Virus Antibody	A measurement of the JC virus antibody in a biological specimen.
C67154	C112360	Nitric Oxide	A measurement of the nitric oxide in a biological specimen.
C67154	C112395	Periostin	A measurement of the periostin in a biological specimen.
C67154	C112412	Rubeola IgG Antibody	A measurement of the Measles (Rubeola) virus IgG antibody in a biological specimen.
C67154	C112413	Rubeola IgM Antibody	A measurement of the Measles (Rubeola) virus IgM antibody in a biological specimen.
C67154	C114210	Platelet Aggregation Curve Type	The classification of the curve pattern that is formed as a result of platelet aggregation.
C67154	C114211	Platelet Aggregation Mean Amplitude	An average of the measurements of the magnitude of the platelet aggregation in a biological specimen.
C67154	C114212	Platelet Aggregation Mean Curve Type	The classification of the curve pattern that is formed as the average result of the platelet aggregation curve measurements.
C67154	C114213	Nuclear Swelling	A measurement of the expansion of the nucleus of the cells in a biological specimen.
C67154	C114214	Mean Platelet Dry Mass	A measurement of the mean platelet dry mass in a biological specimen.
C67154	C114215	MCV Reticulocytes	A measurement of the mean volume of reticulocytes in a biological specimen.
C67154	C114216	Eosinophils Band Form	A measurement of the banded eosinophils in a biological specimen.
C67154	C114217	Eosinophils Band Form/Leukocytes	A relative measurement (ratio or percentage) of the banded eosinophils to leukocytes in a biological specimen.
C67154	C114218	Reticulocyte Distribution Width	A measurement of the range of reticulocyte sizes in a biological specimen.
C67154	C114219	Fractional Calcium Excretion	A measurement of the fractional excretion of calcium that is computed based upon the concentrations of calcium and creatinine in both blood and urine.
C67154	C114220	Fractional Chloride Excretion	A measurement of the fractional excretion of chloride that is computed based upon the concentrations of chloride and creatinine in both blood and urine.
C67154	C114221	Fractional Phosphorus Excretion	A measurement of the fractional excretion of phosphorus that is computed based upon the concentrations of phosphorus and creatinine in both blood and urine.
C67154	C114222	Fractional Potassium Excretion	A measurement of the fractional excretion of potassium that is computed based upon the concentrations of potassium and creatinine in both blood and urine.
C67154	C114223	Sialyl SSEA-1 Antigen	A measurement of the sialyl stage-specific embryonic antigen-1 in a biological specimen.
C67154	C114224	Sulfur Dioxide	A measurement of the sulfur dioxide in a biological specimen.
C67154	C114225	Unspecified Cells/Total Cells	A relative measurement (ratio or percentage) of the cells not otherwise identified or specified to total cells in a biological specimen.
C67154	C116184	Inclusion Bodies	A measurement of the inclusion bodies in a biological specimen.
C67154	C116185	Azurophilic Granules	An observation of azurophilic granules in a biological specimen.
C67154	C116186	Heterophils	A measurement of heterophils (granular leukocytes) in a biological specimen from avian species.
C67154	C116187	Heterophils/Leukocytes	A relative measurement (ratio or percentage) of heterophils to leukocytes in a biological specimen from avian species.
C67154	C116188	High Absorption Reticulocytes	A measurement of the high absorption reticulocytes in a biological specimen.
C67154	C116189	High Absorption Retic/Reticulocytes	A relative measurement (ratio or percentage) of the high absorption reticulocytes to total reticulocytes in a biological specimen.
C67154	C116190	Low Absorption Reticulocytes	A measurement of the low absorption reticulocytes in a biological specimen.
C67154	C116191	Low Absorption Retic/Reticulocytes	A relative measurement (ratio or percentage) of the low absorption reticulocytes to total reticulocytes in a biological specimen.
C67154	C116192	Medium Absorption Reticulocytes	A measurement of the medium absorption reticulocytes in a biological specimen.
C67154	C116193	Medium Absorption Retic/Reticulocytes	A relative measurement (ratio or percentage) of the medium absorption reticulocytes to total reticulocytes in a biological specimen.
C67154	C116194	Cholera Toxin B Subunit IgG Antibody	A measurement of the cholera toxin B subunit IgG antibody in a biological specimen.
C67154	C116195	Leukemic Cells	A measurement of the leukemic cells in a biological specimen.
C67154	C116196	Hepatitis C Virus Antigen	A measurement of the hepatitis C virus antigen in a biological specimen.
C67154	C116197	IDL Particles	A measurement of the concentration of IDL particles in a biological specimen.
C67154	C116198	Metanephrine	A measurement of the metanephrine in a biological specimen.
C67154	C116199	Mid Cell Fraction	A measurement of the mid cell fraction, including eosinophils, basophils, monocytes and other precursor white blood cells, in a biological specimen.
C67154	C116200	Agranular Neutrophils	A measurement of the agranular neutrophils in a biological specimen.
C67154	C116201	Hypogranular Neutrophils	A measurement of the hypogranular neutrophils in a biological specimen.
C67154	C116202	Left Shift Neutrophils	An observation of the above normal incidence of immature neutrophils, including band neutrophils and neutrophil precursors in a biological specimen.
C67154	C116203	Natural Killer Cell Function	A measurement of the natural killer cell function in a biological specimen.
C67154	C116204	Non-HDL Cholesterol	A measurement of the non-high density lipoprotein cholesterol in a biological specimen.
C67154	C116205	Neuron Specific Enolase	A measurement of the neuron specific enolase in a biological specimen.
C67154	C116206	Osteoprotegerin	A measurement of the osteoprotegerin in a biological specimen.
C67154	C116207	Parietal Cell Antibody	A measurement of the parietal cell antibody in a biological specimen.
C67154	C116208	Platelet Derived Growth Factor IsoformAB	A measurement of the platelet derived growth factor isoform AB in a biological specimen.
C67154	C116209	Platelet Satellitism	An examination or assessment of the platelet satellitism (platelet rosetting around cells) in a biological specimen.
C67154	C116210	Panel Reactive Antibody	A measurement of the panel reactive antibody (the reactivity between host immune cells and donor human leukocyte antigen) in a biological specimen.
C67154	C116211	Gamma Tocopherol	A measurement of the gamma tocopherol in a biological specimen.
C67154	C116212	Erythrocyte Fragment	A measurement of the red blood cell fragments (red cell fragments that have a reticular-like shape with rounded ends and no spicules, differentiating them from schistocytes and acanthocytes) in a biological specimen.
C67154	C117748	Lipase	A measurement of the total lipase in a biological specimen.
C67154	C117749	Soluble Tumor Necrosis Factor Receptor	A measurement of the total soluble tumor necrosis factor receptor in a biological specimen.
C67154	C117829	Albumin Excretion Rate	A measurement of the amount of albumin being excreted in urine over a defined period of time (e.g. one hour).
C67154	C117830	Aspartate Aminotransferase/Creatinine	A relative measurement (ratio or percentage) of the aspartate aminotransferase to creatinine in a biological specimen.
C67154	C117831	Calcium Excretion Rate	A measurement of the amount of calcium being excreted in urine over a defined period of time (e.g. one hour).
C67154	C117832	Chloride Excretion Rate	A measurement of the amount of chloride being excreted in urine over a defined period of time (e.g. one hour).
C67154	C117833	Creatinine Excretion Rate	A measurement of the amount of creatinine being excreted in urine over a defined amount of time (e.g. one hour).
C67154	C117834	Glucose Excretion Rate	A measurement of the amount of glucose being excreted in urine over a defined amount of time (e.g. one hour).
C67154	C117835	Soluble Immunoglobulin	A measurement of the soluble total immunoglobulin in a biological specimen.
C67154	C117836	Soluble Interleukin-1 Receptor Type I	A measurement of the soluble interleukin-1 receptor type I in a biological specimen.
C67154	C117837	Soluble Interleukin 6 Receptor	A measurement of the soluble interleukin 6 receptor in a biological specimen.
C67154	C117838	Iron Excretion Rate	A measurement of the amount of iron being excreted in urine over a defined amount of time (e.g. one hour).
C67154	C117839	Potassium Excretion Rate	A measurement of the amount of potassium being excreted in urine over a defined amount of time (e.g. one hour).
C67154	C117840	Lipase, Gastric	A measurement of the gastric triacylglycerol lipase in a biological specimen.
C67154	C117841	Lipase, Pancreatic	A measurement of the pancreatic triacylglycerol lipase in a biological specimen.
C67154	C117842	Lipase, Lysosomal Acid	A measurement of the lysosomal acid lipase in a biological specimen.
C67154	C117843	Microfilaria	Presence of microfilaria stage of filarial nematodes in smears prepared from whole blood or other body fluids.
C67154	C117844	Monoclonal Protein Spike	A measurement of the monoclonal protein in the region of the electrophoresis field containing a spike (increase) in protein.
C67154	C117845	Phosphorus Excretion Rate	A measurement of the amount of phosphorus being excreted in urine over a defined amount of time (e.g. one hour).
C67154	C117846	Progesterone Receptor	A measurement of the progesterone receptor protein in a biological specimen.
C67154	C117847	Promyeloblasts	A measurement of the promyeloblasts in a biological specimen.
C67154	C117848	Protein Excretion Rate	A measurement of the amount of total protein being excreted in urine over a defined amount of time (e.g. one hour).
C67154	C117849	Protozoa	Examination of a biological specimen to detect the presence of protozoa in a biological specimen.
C67154	C117850	P-Selectin	A measurement of total P-selectin in a biological specimen.
C67154	C117851	Parathyroid Hormone-related Protein	A measurement of parathyroid hormone-related protein in a biological specimen.
C67154	C117852	Receptor Activator Nuclear KappaB Ligand	A measurement of the receptor activator of nuclear kappa-B ligand in a biological specimen.
C67154	C117853	Dimorphic Erythrocyte Population	Examination of a biological specimen to detect the presence of dimorphic erythrocyte population.
C67154	C117855	Ret. Mean Corpuscular Hemoglobin	A quantitative measurement of the mean amount of hemoglobin per reticulocyte in a biological specimen.
C67154	C117856	Sodium Excretion Rate	A measurement of the amount of sodium being excreted in urine over a defined amount of time (e.g. one hour).
C67154	C117857	Sclerostin	A measurement of the sclerostin in a biological specimen.
C67154	C117858	Strongyloides IgG Antibody	A measurement of strongyloides IgG antibody in a biological specimen.
C67154	C117859	Terminal Deoxynucleotidyl Transferase Ag	A measurement of the terminal deoxynucleotidyl transferase antigen in a biological specimen.
C67154	C117860	Bioavailable Testosterone	A measurement of bioavailable testosterone in a biological specimen.
C67154	C117861	Transforming Growth Factor Beta 1	A measurement of the transforming growth factor beta 1 in a biological specimen.
C67154	C117862	TNF-a Production Inhibitory Activity	A measurement of TNF-a production inhibitory activity in a biological specimen.
C67154	C117863	Soluble TNF Receptor Type I	A measurement of the soluble tumor necrosis factor receptor type I in a biological specimen.
C67154	C117864	Soluble TNF Receptor Type II	A measurement of the soluble tumor necrosis factor receptor type II in a biological specimen.
C67154	C117865	Tartrate-Resistant Acid Phosphatase 5b	A measurement of tartrate-resistant acid phosphatase 5b in a biological specimen.
C67154	C117866	Urate/Creatinine	A relative measurement (ratio or percentage) of the urate to creatinine in a biological specimen.
C67154	C117867	Varicella Zoster Virus Antibody	A measurement of the total varicella zoster virus antibody in a biological specimen.
C67154	C117983	Oxalate/Creatinine	A relative measurement (ratio or percentage) of the oxalate to creatinine in a biological specimen.
C67154	C119266	Intestinal Specific Alkaline Phosphatase	A measurement of the intestinal specific alkaline phosphatase isoform in a biological specimen.
C67154	C119267	Liver Specific Alkaline Phosphatase	A measurement of the liver specific alkaline phosphatase isoform in a biological specimen.
C67154	C119268	Amyloid Alpha Precursor Protein	A measurement of the amyloid alpha precursor protein present in a biological specimen.
C67154	C119269	Total Amyloid Precursor Protein	A measurement of the total amyloid precursor protein present in a biological specimen.
C67154	C119270	Base Excess	A measurement of the amount of acid or alkali required to return a biological specimen to a normal pH under standard conditions.
C67154	C119271	Complement C3d Antibody	A measurement of the complement C3d antibody in a biological specimen.
C67154	C119272	Calcium Corrected	A measurement of calcium, which has been corrected for albumin, in a biological specimen.
C67154	C119273	Soluble E-Selectin	A measurement of the soluble E-Selectin activity in a biological specimen.
C67154	C119274	Beta-1 Globulin	A measurement of the beta-1 globulin in a biological specimen.
C67154	C119275	Beta-1 Globulin/Total Protein	A relative measurement (ratio or percentage) of beta-1-fraction proteins to total proteins in a biological specimen.
C67154	C119276	Beta-2 Globulin	A measurement of the beta-2 globulin in a biological specimen.
C67154	C119277	Beta-2 Globulin/Total Protein	A relative measurement (ratio or percentage) of beta-2-fraction proteins to total proteins in a biological specimen.
C67154	C119278	Alpha-GST Excretion Rate	A measurement of the amount of Alpha Glutathione-S-Transferase being excreted in urine over a defined period of time (e.g. one hour).
C67154	C119279	Pi-GST Excretion Rate	A measurement of the amount of Pi Glutathione-S-Transferase being excreted in urine over a defined period of time (e.g. one hour).
C67154	C119280	Hepatitis B Virus Core IgG Antibody	A measurement of the hepatitis B virus core IgG antibody in a biological specimen.
C67154	C119281	Hepatitis D Virus IgG Antibody	A measurement of the hepatitis D virus IgG antibody in a biological specimen.
C67154	C119282	Hepatitis D Virus IgM Antibody	A measurement of the hepatitis D virus IgM antibody in a biological specimen.
C67154	C119283	Hepatitis E Virus Antibody	A measurement of the antibody reaction of a biological specimen to the Hepatitis E virus.
C67154	C119284	Insulinoma-Associated Protein 2 Antibody	A measurement of the insulinoma-associated protein 2 antibody in a biological specimen.
C67154	C119285	Immunoglobulin G/Creatinine	A relative measurement (ratio or percentage) of the immunoglobulin G to creatinine in a biological specimen.
C67154	C119286	Insulin Autoantibody	A measurement of the antibody to endogenous insulin in a biological specimen.
C67154	C119287	Insulin Antibody	A measurement of the antibody to therapeutic insulin in a biological specimen.
C67154	C119288	Oxidized LDL Cholesterol Antibody	A measurement of the total oxidized low density lipoprotein cholesterol antibody in a biological specimen.
C67154	C119289	Lymphocytes Activated	A measurement of the total activated lymphocytes in a biological specimen.
C67154	C119290	Myeloperoxidase Index	The mean peroxidase activity index or staining intensity of the neutrophil population relative to the archetype.
C67154	C119291	8-Iso-PGF2alpha/Creatinine	A relative measurement (ratio or percentage) of the prostaglandin F2 alpha isoform 8 to creatinine in a biological specimen.
C67154	C119292	8-Iso-Prostaglandin F2 Alpha	A measurement of the prostaglandin F2 alpha isoform 8 in a biological specimen.
C67154	C119293	PP Arterial O2/Fraction Inspired O2	A relative measurement (ratio or percentage) of the force per unit area (pressure) of oxygen dissolved in arterial blood to the percentage oxygen of an inhaled mixture of gasses.
C67154	C119294	Smudge Cells/Leukocytes	A relative measurement (ratio or percentage) of smudge cells to leukocytes in a biological specimen.
C67154	C120625	Anti-Mullerian Hormone	A measurement of the anti-Mullerian hormone in a biological specimen.
C67154	C120626	Anti-Neutrophil Cytoplasmic Antibody	A measurement of the anti-neutrophil cytoplasmic antibody in a biological specimen.
C67154	C120627	Anti-Nucleosome Antibody	A measurement of the anti-nucleosome antibody in a biological specimen.
C67154	C120628	Apolipoprotein B100	A measurement of the apolipoprotein B100 in a biological specimen.
C67154	C120629	Apolipoprotein B48	A measurement of the apolipoprotein B48 in a biological specimen.
C67154	C120630	Apolipoprotein CI	A measurement of the apolipoprotein CI in a biological specimen.
C67154	C120631	Bactericidal/Permeability-Inc Protein Ab	A measurement of the bactericidal/permeability-increasing protein antibody in a biological specimen.
C67154	C120632	Cholesteryl Ester Transfer Protein	A measurement of the cholesteryl ester transfer protein in a biological specimen.
C67154	C120633	Chylomicrons	A measurement of the chylomicrons in a biological specimen.
C67154	C120634	Cathepsin Antibody	A measurement of the total cathepsin antibody in a biological specimen.
C67154	C120635	Oxidized LDL Cholesterol	A measurement of the oxidized low density lipoprotein cholesterol in a biological specimen.
C67154	C120636	LDL Particles	A measurement of the concentration of the total LDL particles in a biological specimen.
C67154	C120637	LDL Subtype Pattern	A description of the low density lipoprotein particle pattern (an interpretation of the amounts of LDL particles based on size and density) in a biological specimen.
C67154	C120638	Lipoprotein Associated Phospholipase A2	A measurement of the lipoprotein associated phospholipase A2 in a biological specimen.
C67154	C120639	Lactoferrin Antibody	A measurement of the lactoferrin antibody in a biological specimen.
C67154	C120640	Lysozyme	A measurement of lysozyme in a biological specimen.
C67154	C120641	Monocytoid Cells/Leukocytes	A relative measurement (ratio or percentage) of the monocytoid cells to leukocytes in a biological specimen.
C67154	C120642	Neutrophils Band Form/ Neutrophils	A relative measurement (ratio or percentage) of banded neutrophils to total neutrophils in a biological specimen.
C67154	C120643	Neutrophils, Segmented/Neutrophils	A relative measurement (ratio or percentage) of segmented neutrophils to total neutrophils in a biological specimen.
C67154	C120644	Non-HDL Cholesterol/HDL Cholesterol	A relative measurement (ratio or percentage) of non-high density lipoprotein cholesterol to high density lipoprotein cholesterol in a biological specimen.
C67154	C120645	N-telopeptide/Creatinine	A relative measurement (ratio or percentage) of the N-telopeptide to creatinine in a biological specimen.
C67154	C120646	Proliferating Cell Nuclear Antigen	A measurement of the proliferating cell nuclear antigen in a biological specimen.
C67154	C120647	Proprotein Convertase Subtilisin/Kexin 9	A measurement of the proprotein convertase subtilisin/kexin type 9 in a biological specimen.
C67154	C120648	Porphyrin	A measurement of the total porphyrin in a biological specimen.
C67154	C120649	Proteinase 3 Antibody	A measurement of the proteinase 3 antibody in a biological specimen.
C67154	C120650	Soluble P-Selectin	A measurement of the soluble P-selectin in a biological specimen.
C67154	C120651	P100 Polymyositis-scleroderma Autoag Ab	A measurement of the p100 polymyositis-scleroderma overlap syndrome-associated autoantigen antibody in a biological specimen.
C67154	C120652	Rheumatoid Factor Antibody IgA	A measurement of the rheumatoid factor IgA antibody in a biological specimen.
C67154	C120653	Rheumatoid Factor Antibody IgG	A measurement of the rheumatoid factor IgG antibody in a biological specimen.
C67154	C120654	Rheumatoid Factor Antibody IgM	A measurement of the rheumatoid factor IgM antibody in a biological specimen.
C67154	C120655	RLP Cholesterol	A measurement of the cholesterol remnant-like particles in a biological specimen.
C67154	C120656	Remnant Lipoprotein	A measurement of the remnant lipoproteins in a biological specimen.
C67154	C120657	Ribonucleoprotein-70 Antibody	A measurement of the small nuclear ribonucleoprotein 70 antibody in a biological specimen.
C67154	C120658	Ribonucleoprotein Smith Complex Antibody	A measurement of the ribonucleoprotein Smith complex antibody in a biological specimen.
C67154	C120659	Ribosomal P Protein Antibody	A measurement of the total ribosomal P protein antibody in a biological specimen.
C67154	C120660	Squamous Cell Carcinoma Antigen	A measurement of the squamous cell carcinoma antigen in a biological specimen.
C67154	C120661	Sjogrens SS-A52 Antibody	A measurement of the Sjogrens SS-A52 antibody in a biological specimen.
C67154	C120662	Sjogrens SS-A60 Antibody	A measurement of the Sjogrens SS-A60 antibody in a biological specimen.
C67154	C120663	Type II Secretory Phospholipase A2	A measurement of the type II secretory phospholipase A2 in a biological specimen.
C67154	C120664	Thyroxine, Free, Indirect	An indirect measurement of the free thyroxine in a biological specimen.
C67154	C120665	Thymidine Kinase	A measurement of the thymidine kinase in a biological specimen.
C67154	C120666	Tumor Necrosis Factor Receptor 1	A measurement of the tumor necrosis factor receptor 1 (CD120a) in a biological specimen.
C67154	C120667	VLDL Cholesterol Subtype 1	A measurement of the very low density lipoprotein cholesterol subtype 1 in a biological specimen.
C67154	C120668	VLDL Cholesterol Subtype 2	A measurement of the very low density lipoprotein cholesterol subtype 2 in a biological specimen.
C67154	C120669	VLDL Cholesterol Subtype 3	A measurement of the very low density lipoprotein cholesterol subtype 3 in a biological specimen.
C67154	C121182	LDL Cholesterol/HDL Cholesterol	A relative measurement (ratio or percentage) of the low density lipoprotein cholesterol to high density lipoprotein cholesterol in a biological specimen.
C67154	C121183	Triglycerides/HDL Cholesterol	A relative measurement (ratio or percentage) of the triglycerides to high density lipoprotein cholesterol in a biological specimen.
C67154	C122091	Alanine	A measurement of the alanine in a biological specimen.
C67154	C122092	Glycated Albumin	A measurement of the glycated albumin present in a biological specimen.
C67154	C122093	Antinuclear IgG Antibody	A measurement of the antinuclear IgG antibody in a biological specimen.
C67154	C122094	Alpha-2 Antiplasmin Activity	A measurement of the alpha-2 antiplasmin activity in a biological specimen.
C67154	C122095	Arginine	A measurement of the arginine in a biological specimen.
C67154	C122096	Asparagine	A measurement of the asparagine in a biological specimen.
C67154	C122097	Aspartic Acid	A measurement of the aspartic acid in a biological specimen.
C67154	C122098	Borrelia burgdorferi Antibody	A measurement of the total Borrelia burgdorferi antibody in a biological specimen.
C67154	C122099	Borrelia burgdorferi IgA Antibody	A measurement of the Borrelia burgdorferi IgA antibody in a biological specimen.
C67154	C122100	Borrelia burgdorferi IgG Antibody	A measurement of the Borrelia burgdorferi IgG antibody in a biological specimen.
C67154	C122101	Borrelia burgdorferi IgM Antibody	A measurement of the Borrelia burgdorferi IgM antibody in a biological specimen.
C67154	C122102	Beta-defensin 2	A measurement of the beta-defensin 2 in a biological specimen.
C67154	C122103	C-C Chemokine Receptor Type 5	A measurement of the CCR5, chemokine (C-C motif) receptor type 5, in a biological specimen.
C67154	C122104	CD161a/Lymphocytes	A relative measurement (ratio or percentage) of CD161a expressing cells to all lymphocytes in a biological specimen.
C67154	C122105	CD161/Lymphocytes	A relative measurement (ratio or percentage) of CD161 expressing cells to all lymphocytes in a biological specimen.
C67154	C122106	CD45/Lymphocytes	A relative measurement (ratio or percentage) of CD45 expressing cells to all lymphocytes in a biological specimen.
C67154	C122107	CD45RA/Lymphocytes	A relative measurement (ratio or percentage) of CD45RA expressing cells to all lymphocytes in a biological specimen.
C67154	C122108	Chromogranin A	A measurement of the chromogranin A in a biological specimen.
C67154	C122109	Citrulline	A measurement of the citrulline in a biological specimen.
C67154	C122110	Citrate/Creatinine	A relative measurement (ratio or percentage) of the citrate to creatinine in a biological specimen.
C67154	C122111	Centromere IgG Antibody	A measurement of the centromere IgG antibody in a biological specimen.
C67154	C122112	Cardiolipin IgA Antibody	A measurement of the cardiolipin IgA antibody in a biological specimen.
C67154	C122113	Type II Collagen C-Telopeptides/Creat	A relative measurement (ratio or percentage) of the type II collagen C-telopeptides to creatinine in a biological specimen.
C67154	C122114	Desmoglein 1 Antibody	A measurement of the desmoglein 1 antibody in a biological specimen.
C67154	C122115	Desmoglein 3 Antibody	A measurement of the desmoglein 3 antibody in a biological specimen.
C67154	C122116	Epstein-Barr Early D Antigen IgG Ab	A measurement of the Epstein-Barr early diffuse antigen IgG antibody in a biological specimen.
C67154	C122117	von Willebrand Factor Activity	A measurement of the biological activity of von Willebrand factor in a biological specimen.
C67154	C122118	Factor X Activity	A measurement of the factor X activity in a biological specimen.
C67154	C122119	Fractional Magnesium Excretion	A measurement of the fractional excretion of magnesium that is computed based upon the concentrations of magnesium and creatinine in both blood and urine.
C67154	C122120	Fluoride	A measurement of the fluoride in a biological specimen.
C67154	C122121	Glutamine	A measurement of the glutamine in a biological specimen.
C67154	C122122	Glycine	A measurement of the glycine in a biological specimen.
C67154	C122123	Hemoglobin S	A measurement of the hemoglobin S in a biological specimen.
C67154	C122124	Histidine	A measurement of the histidine in a biological specimen.
C67154	C122125	HTLV-1/2 Antibody	A measurement of the antibody reaction of a biological specimen to either the HTLV-1 or HTLV-2 virus.
C67154	C122126	Islet Cell Cytoplasmic IgG Antibody	A measurement of the islet cell cytoplasmic IgG antibody in a biological specimen.
C67154	C122127	Immunoglobulin G Subclass 1	A measurement of the immunoglobulin G subclass 1 in a biological specimen.
C67154	C122128	Immunoglobulin G Subclass 2	A measurement of the immunoglobulin G subclass 2 in a biological specimen.
C67154	C122129	Immunoglobulin G Subclass 3	A measurement of the immunoglobulin G subclass 3 in a biological specimen.
C67154	C122130	Immunoglobulin G Subclass 4	A measurement of the immunoglobulin G subclass 4 in a biological specimen.
C67154	C122131	Interleukin 1 Alpha	A measurement of interleukin 1 alpha in a biological specimen.
C67154	C122132	Leucine Aminopeptidase	A measurement of the total leucine aminopeptidase present in a biological specimen.
C67154	C122133	Leucine	A measurement of the leucine in a biological specimen.
C67154	C122134	Lysine	A measurement of the lysine in a biological specimen.
C67154	C122135	Myelin Basic Protein	A measurement of the myelin basic protein in a biological specimen.
C67154	C122136	Mumps Virus IgG Antibody	A measurement of the mumps virus IgG antibody in a biological specimen.
C67154	C122137	Sodium/Potassium	A relative measurement (ratio or percentage) of the sodium to potassium in a biological specimen.
C67154	C122138	Normetanephrine	A measurement of the normetanephrine in a biological specimen.
C67154	C122139	Oligoclonal Bands	A measurement of the oligoclonal bands in a biological specimen.
C67154	C122140	Ornithine	A measurement of the ornithine in a biological specimen.
C67154	C122141	Proline	A measurement of the proline in a biological specimen.
C67154	C122142	Protein S, Free	A measurement of the unbound protein S in a biological specimen.
C67154	C122143	Phosphatidylserine IgA Antibody	A measurement of the phosphatidylserine IgA antibody in a biological specimen.
C67154	C122144	Phosphatidylserine IgG Antibody	A measurement of the phosphatidylserine IgG antibody in a biological specimen.
C67154	C122145	Phosphatidylserine IgM Antibody	A measurement of the phosphatidylserine IgM antibody in a biological specimen.
C67154	C122146	Reactive Oxygen Metabolite	A measurement of the reactive oxygen metabolite in a biological specimen.
C67154	C122147	RNA Polymerase III IgG Antibody	A measurement of the RNA polymerase III IgG antibody in a biological specimen.
C67154	C122148	Scl-70 IgG Antibody	A measurement of the Scl-70 IgG antibody in a biological specimen.
C67154	C122149	Serine	A measurement of the serine in a biological specimen.
C67154	C122150	Soluble Liver Antigen IgG Antibody	A measurement of the soluble liver antigen IgG antibody in a biological specimen.
C67154	C122151	Smooth Muscle IgG Antibody	A measurement of the smooth muscle IgG antibody in a biological specimen.
C67154	C122152	Streptococcus pneumoniae Antigen	A measurement of the Streptococcus pneumoniae antigen in a biological specimen.
C67154	C122153	Sulfate	A measurement of the sulfate in a biological specimen.
C67154	C122154	Taurine	A measurement of the taurine in a biological specimen.
C67154	C122155	Transforming Growth Factor Beta	A measurement of the total transforming growth factor beta in a biological specimen.
C67154	C122156	Threonine	A measurement of the threonine in a biological specimen.
C67154	C122157	T-Lymphocytes	A measurement of the total thymocyte-derived lymphocytes in a biological specimen.
C67154	C122158	Thyrotropin Receptor Antibody	A measurement of the thyrotropin receptor antibody in a biological specimen.
C67154	C122159	Tyrosine	A measurement of the tyrosine in a biological specimen.
C67154	C122160	Valine	A measurement of the valine in a biological specimen.
C67154	C122238	Methionine	A measurement of the methionine in a biological specimen.
C67154	C123455	Beta-cell Function	A measurement of the beta cell function (insulin production and secretion) in a biological specimen.
C67154	C123458	Insulin Resistance	A measurement of the insulin resistance (a cell's inability to respond to insulin) in a biological specimen.
C67154	C123459	Insulin Sensitivity	A measurement of the insulin sensitivity (cells are stimulated by lower than normal insulin levels) in a biological specimen.
C67154	C123460	Macrophages/Leukocytes	A relative measurement (ratio or percentage) of the macrophages to leukocytes in a biological specimen.
C67154	C16790	Mixed Lymphocyte Reaction	A measurement of the histocompatibility at the HL-A locus between two populations of lymphocytes taken from two separate individuals.
C67154	C17634	Prostate Specific Antigen	A measurement of the prostate specific antigen in a biological specimen.
C67154	C200000	Unassigned	Laboratory test has not yet been assigned.
C67154	C200001	Unknown	Laboratory test is unknown.
C67154	C25377	Specimen Appearance	The outward or visible aspect of a specimen.
C67154	C25747	Creatinine Clearance	A measurement of the volume of serum or plasma that would be cleared of creatinine by excretion of urine for a specified unit of time (e.g. one minute).
C67154	C38037	Bilirubin	A measurement of the total bilirubin in a biological specimen.
C67154	C38462	Activated Partial Thromboplastin Time	A measurement of the length of time that it takes for clotting to occur when reagents are added to a plasma specimen. The test is partial due to the absence of tissue factor (Factor III) from the reaction mixture.
C67154	C45781	Density	A measurement of the compactness of a biological specimen expressed in mass per unit volume.
C67154	C45997	pH	The negative logarithm (base 10) of the concentration of hydronium ions, which is used as a measure of the acidity or alkalinity of a fluid.
C67154	C51946	Erythrocytes	A measurement of the total erythrocytes in a biological specimen.
C67154	C51947	Reticulocytes	A measurement of the reticulocytes in a biological specimen.
C67154	C51948	Leukocytes	A measurement of the leukocytes in a biological specimen.
