CODELIST_ID	TERM_ID	TERM_NAME	TERM_DEFINITION
C85493	C92339	AUMC Over Dosing Interval Norm by Dose	The area under the first moment curve (AUMC) for the defined interval between doses (TAU) divided by the dose.
C85493	C92340	AUMC Over Dosing Interval Norm by SA	The area under the first moment curve (AUMC) for the defined interval between doses (TAU) divided by the surface area.
C85493	C92341	AUMC Over Dosing Interval Norm by WT	The area under the first moment curve (AUMC) for the defined interval between doses (TAU) divided by the weight.
C85493	C92342	AURC All Norm by BMI	The area under the urinary excretion rate curve (AURC) from time zero to the last measurable rate divided by the body mass index.
C85493	C92343	AURC All Norm by Dose	The area under the urinary excretion rate curve (AURC) from time zero to the last measurable rate divided by the dose.
C85493	C92344	AURC All Norm by SA	The area under the urinary excretion rate curve (AURC) from time zero to the last measurable rate divided by the surface area.
C85493	C92345	AURC All Norm by WT	The area under the urinary excretion rate curve (AURC) from time zero to the last measurable rate divided by the weight.
C85493	C92346	AURC Dosing to Last Conc Norm by BMI	The area under the urinary excretion rate curve (AURC) from time zero to the last measurable rate, divided by the body mass index.
C85493	C92347	AURC Dosing to Last Conc Norm by Dose	The area under the urinary excretion rate curve (AURC) from time zero to the last measurable rate, divided by the dose.
C85493	C92348	AURC Dosing to Last Conc Norm by SA	The area under the urinary excretion rate curve (AURC) from time zero to the last measurable rate, divided by the surface area.
C85493	C92349	AURC Dosing to Last Conc Norm by WT	The area under the urinary excretion rate curve (AURC) from time zero to the last measurable rate, divided by the weight.
C85493	C92350	AURC from T1 to T2 Norm by BMI	The area under the urinary excretion rate curve (AURC) over the interval from T1 to T2 divided by the body mass index.
C85493	C92351	AURC from T1 to T2 Norm by Dose	The area under the urinary excretion rate curve (AURC) over the interval from T1 to T2 divided by the dose.
C85493	C92352	AURC from T1 to T2 Norm by SA	The area under the urinary excretion rate curve (AURC) over the interval from T1 to T2 divided by the surface area.
C85493	C92353	AURC from T1 to T2 Norm by WT	The area under the urinary excretion rate curve (AURC) over the interval from T1 to T2 divided by the weight.
C85493	C92354	AURC Infinity Obs Norm by BMI	The area under the urinary excretion rate curve (AURC) extrapolated to infinity, calculated using the observed value of the last excretion rate, divided by the body mass index.
C85493	C92355	AURC Infinity Obs Norm by Dose	The area under the urinary excretion rate curve (AURC) extrapolated to infinity, calculated using the observed value of the last excretion rate, divided by the dose.
C85493	C92356	AURC Infinity Obs Norm by SA	The area under the urinary excretion rate curve (AURC) extrapolated to infinity, calculated using the observed value of the last excretion rate, divided by the surface area.
C85493	C92357	AURC Infinity Obs Norm by WT	The area under the urinary excretion rate curve (AURC) extrapolated to infinity, calculated using the observed value of the last excretion rate, divided by the weight.
C85493	C92358	AURC Infinity Pred Norm by BMI	The area under the urinary excretion rate curve (AURC) extrapolated to infinity, calculated using the predicted value of the last non-zero excretion rate, divded by the body mass index.
C85493	C92359	AURC Infinity Pred Norm by Dose	The area under the urinary excretion rate curve (AURC) extrapolated to infinity, calculated using the predicted value of the last non-zero excretion rate, divded by the dose.
C85493	C92360	AURC Infinity Pred Norm by SA	The area under the urinary excretion rate curve (AURC) extrapolated to infinity, calculated using the predicted value of the last non-zero excretion rate, divded by the surface area.
C85493	C92361	AURC Infinity Pred Norm by WT	The area under the urinary excretion rate curve (AURC) extrapolated to infinity, calculated using the predicted value of the last non-zero excretion rate, divded by the weight.
C85493	C92362	AUC All Norm by BMI	The area under the curve (AUC) from the time of dosing to the time of the last observation divided by the body mass index, regardless of whether the last concentration is measurable or not.
C85493	C92367	Average Conc Norm by BMI	AUCTAU divided by TAU and then divided by the body mass index.
C85493	C92368	Average Conc Norm by Dose	AUCTAU divided by TAU and then divided by the dose.
C85493	C92369	Average Conc Norm by SA	AUCTAU divided by TAU and then divided by the surface area.
C85493	C92370	Average Conc Norm by WT	AUCTAU divided by TAU and then divided by the weight.
C85493	C92371	Max Conc Norm by BMI	The maximum concentration occurring at Tmax, divided by the body mass index.
C85493	C92372	Max Conc Norm by SA	The maximum concentration occurring at Tmax, divided by the surface area.
C85493	C92373	Max Conc Norm by WT	The maximum concentration occurring at Tmax, divided by the weight.
C85493	C92374	Min Conc Norm by BMI	The minimum concentration between dose time and dose time plus Tau (at Tmin) divided by the body mass index.
C85493	C92375	Min Conc Norm by Dose	The minimum concentration between dose time and dose time plus Tau (at Tmin) divided by the dose.
C85493	C92376	Min Conc Norm by SA	The minimum concentration between dose time and dose time plus Tau (at Tmin) divided by the surface area.
C85493	C92377	Min Conc Norm by WT	The minimum concentration between dose time and dose time plus Tau (at Tmin) divided by the weight.
C85493	C92383	Initial Conc Norm by BMI	Initial concentration divided by the body mass index. Given only for bolus IV models.
C85493	C92384	Initial Conc Norm by Dose	Initial concentration divided by the dose. Given only for bolus IV models.
C85493	C92385	Initial Conc Norm by SA	Initial concentration divided by the surface area. Given only for bolus IV models.
C85493	C92386	Initial Conc Norm by WT	Initial concentration divided by the weight. Given only for bolus IV models.
C85493	C92387	Last Nonzero Conc Norm by BMI	The concentration corresponding to Tlast divided by the body mass index.
C85493	C92388	Last Nonzero Conc Norm by Dose	The concentration corresponding to Tlast divided by the dose.
C85493	C92389	Last Nonzero Conc Norm by SA	The concentration corresponding to Tlast divided by the surface area.
C85493	C92390	Last Nonzero Conc Norm by WT	The concentration corresponding to Tlast divided by the weight.
C85493	C92391	Last Meas Excretion Rate Norm by BMI	The last measurable (positive) excretion rate divided by the body mass index.
C85493	C92392	Last Meas Excretion Rate Norm by Dose	The last measurable (positive) excretion rate divided by the dose.
C85493	C92393	Last Meas Excretion Rate Norm by SA	The last measurable (positive) excretion rate divided by the surface area.
C85493	C92394	Last Meas Excretion Rate Norm by WT	The last measurable (positive) excretion rate divided by the weight.
C85493	C92395	Max Excretion Rate Norm by BMI	The maximum excretion rate divided by the body mass index.
C85493	C92396	Max Excretion Rate Norm by Dose	The maximum excretion rate divided by the dose.
C85493	C92397	Max Excretion Rate Norm by SA	The maximum excretion rate divided by the surface area.
C85493	C92398	Max Excretion Rate Norm by WT	The maximum excretion rate divided by the weight.
C85493	C92399	Total CL Obs by F Norm by BMI	The total body clearance for extravascular administration divided by the fraction of dose absorbed, calculated using the observed value of the last non-zero concentration, divided by the body mass index.
C85493	C92400	Total CL Obs by F Norm by Dose	The total body clearance for extravascular administration divided by the fraction of dose absorbed, calculated using the observed value of the last non-zero concentration, divided by the dose.
C85493	C92401	Total CL Obs by F Norm by SA	The total body clearance for extravascular administration divided by the fraction of dose absorbed, calculated using the observed value of the last non-zero concentration, divided by the surface area.
C85493	C92402	Total CL Obs by F Norm by WT	The total body clearance for extravascular administration divided by the fraction of dose absorbed, calculated using the observed value of the last non-zero concentration, divided by the weight.
C85493	C92403	Total CL Obs Norm by BMI	The total body clearance for intravascular administration, calculated using the observed value of the last non-zero concentration, divided by the body mass index.
C85493	C92404	Total CL Obs Norm by Dose	The total body clearance for intravascular administration, calculated using the observed value of the last non-zero concentration, divided by the dose.
C85493	C92405	Total CL Obs Norm by SA	The total body clearance for intravascular administration, calculated using the observed value of the last non-zero concentration, divided by the surface area.
C85493	C92406	Total CL Obs Norm by WT	The total body clearance for intravascular administration, calculated using the observed value of the last non-zero concentration, divided by the weight.
C85493	C92407	Vz Obs Norm by BMI	The volume of distribution associated with the terminal slope following intravascular administration, calculated using the observed value of the last non-zero concentration, divided by the body mass index.
C85493	C92408	Vz Obs Norm by SA	The volume of distribution associated with the terminal slope following intravascular administration, calculated using the observed value of the last non-zero concentration, divided by the surface area.
C85493	C92409	Vz Obs Norm by WT	The volume of distribution associated with the terminal slope following intravascular administration, calculated using the observed value of the last non-zero concentration, divided by the weight.
C85493	C92410	Vz Obs by F Norm by BMI	The volume of distribution associated with the terminal slope following extravascular administration divided by the fraction of dose absorbed, calculated using the observed value of the last non-zero concentration, divided by the body mass index.
C85493	C92411	Vz Obs by F Norm by SA	The volume of distribution associated with the terminal slope following extravascular administration divided by the fraction of dose absorbed, calculated using the observed value of the last non-zero concentration, divided by the surface area.
C85493	C92412	Vz Obs by F Norm by WT	The volume of distribution associated with the terminal slope following extravascular administration divided by the fraction of dose absorbed, calculated using the observed value of the last non-zero concentration, divided by the weight.
C85493	C92417	Total CL Pred by F Norm by BMI	The total body clearance for extravascular administration divided by the fraction of dose absorbed, calculated using the predicted value of the last non-zero concentration, divided by body mass index.
C85493	C92418	Total CL Pred by F Norm by Dose	The total body clearance for extravascular administration divided by the fraction of dose absorbed, calculated using the predicted value of the last non-zero concentration, divided by the dose.
C85493	C92419	Total CL Pred by F Norm by SA	The total body clearance for extravascular administration divided by the fraction of dose absorbed, calculated using the predicted value of the last non-zero concentration, divided by the surface area.
C85493	C92420	Total CL Pred by F Norm by WT	The total body clearance for extravascular administration divided by the fraction of dose absorbed, calculated using the predicted value of the last non-zero concentration, divided by the weight.
C85493	C92421	Total CL Pred Norm by BMI	The total body clearance for intravascular administration, calculated using the predicted value of the last non-zero concentration, divided by the body mass index.
C85493	C92422	Total CL Pred Norm by Dose	The total body clearance for intravascular administration, calculated using the predicted value of the last non-zero concentration, divided by the dose.
C85493	C92423	Total CL Pred Norm by SA	The total body clearance for intravascular administration, calculated using the predicted value of the last non-zero concentration, divided by the surface area.
C85493	C92424	Total CL Pred Norm by WT	The total body clearance for intravascular administration, calculated using the predicted value of the last non-zero concentration, divided by the weight.
C85493	C92425	Vz Pred Norm by BMI	The volume of distribution associated with the terminal slope following intravascular administration, calculated using the predicted value of the last non-zero concentration, divided by the body mass index.
C85493	C92426	Vz Pred Norm by SA	The volume of distribution associated with the terminal slope following intravascular administration, calculated using the predicted value of the last non-zero concentration, divided by the surface area.
C85493	C92427	Vz Pred Norm by WT	The volume of distribution associated with the terminal slope following intravascular administration, calculated using the predicted value of the last non-zero concentration, divided by the weight.
C85493	C92428	Vz Pred by F Norm by BMI	The volume of distribution associated with the terminal slope following extravascular administration divided by the fraction of dose absorbed, calculated using the predicted value of the last non-zero concentration, divided by the body mass index.
C85493	C92429	Vz Pred by F Norm by SA	The volume of distribution associated with the terminal slope following extravascular administration divided by the fraction of dose absorbed, calculated using the predicted value of the last non-zero concentration, divided by the surface area.
C85493	C92430	Vz Pred by F Norm by WT	The volume of distribution associated with the terminal slope following extravascular administration divided by the fraction of dose absorbed, calculated using the predicted value of the last non-zero concentration, divided by the weight.
C85493	C95007	Effective Half-Life	The drug half-life that quantifies the accumulation ratio of a drug following multiple dosing.
C85493	C96695	AUC Infinity Obs Norm by Dose	The area under the curve (AUC) extrapolated to infinity, calculated using the observed value of the last non-zero concentration, divided by the dose.
